# 50VolumeVsPrice.R; If Volume=NaN: no trade was done at this date
%	 13319
%	 4
% Key	Time	Price	Volume	
1	1983-03-30	29.4	1884
2	1983-03-31	29.29	1478
3	1983-04-01	29.29	NaN
4	1983-04-02	29.29	NaN
5	1983-04-03	29.29	NaN
6	1983-04-04	29.44	478
7	1983-04-05	29.71	478
8	1983-04-06	29.9	893
9	1983-04-07	30.17	1469
10	1983-04-08	30.38	1028
11	1983-04-09	30.38	NaN
12	1983-04-10	30.38	NaN
13	1983-04-11	30.26	797
14	1983-04-12	30.83	928
15	1983-04-13	30.82	1418
16	1983-04-14	30.69	695
17	1983-04-15	30.48	698
18	1983-04-16	30.48	NaN
19	1983-04-17	30.48	NaN
20	1983-04-18	30.75	262
21	1983-04-19	30.75	557
22	1983-04-20	30.7	398
23	1983-04-21	30.68	279
24	1983-04-22	30.75	530
25	1983-04-23	30.75	NaN
26	1983-04-24	30.75	NaN
27	1983-04-25	30.84	324
28	1983-04-26	30.71	417
29	1983-04-27	30.78	433
30	1983-04-28	30.74	1206
31	1983-04-29	30.63	636
32	1983-04-30	30.63	NaN
33	1983-05-01	30.63	NaN
34	1983-05-02	30.61	359
35	1983-05-03	30.5	1003
36	1983-05-04	30.42	843
37	1983-05-05	30.2	714
38	1983-05-06	30.45	798
39	1983-05-07	30.45	NaN
40	1983-05-08	30.45	NaN
41	1983-05-09	30.1	1372
42	1983-05-10	30.31	990
43	1983-05-11	29.97	684
44	1983-05-12	29.72	1359
45	1983-05-13	29.8	1005
46	1983-05-14	29.8	NaN
47	1983-05-15	29.8	NaN
48	1983-05-16	30.12	1052
49	1983-05-17	29.91	783
50	1983-05-18	29.9	373
51	1983-05-19	29.95	137
52	1983-05-20	30.3	1599
53	1983-05-21	30.3	NaN
54	1983-05-22	30.3	NaN
55	1983-05-23	30.27	1072
56	1983-05-24	30.05	553
57	1983-05-25	30.25	189
58	1983-05-26	30.31	741
59	1983-05-27	30.19	555
60	1983-05-28	30.19	NaN
61	1983-05-29	30.19	NaN
62	1983-05-30	30.19	NaN
63	1983-05-31	30.25	365
64	1983-06-01	30.33	525
65	1983-06-02	30.4	225
66	1983-06-03	30.36	344
67	1983-06-04	30.36	NaN
68	1983-06-05	30.36	NaN
69	1983-06-06	30.35	241
70	1983-06-07	30.59	851
71	1983-06-08	30.6	1372
72	1983-06-09	30.49	637
73	1983-06-10	30.77	1036
74	1983-06-11	30.77	NaN
75	1983-06-12	30.77	NaN
76	1983-06-13	31	1225
77	1983-06-14	31	1121
78	1983-06-15	31.3	793
79	1983-06-16	31.6	1301
80	1983-06-17	31.4	881
81	1983-06-18	31.4	NaN
82	1983-06-19	31.4	NaN
83	1983-06-20	31.42	488
84	1983-06-21	31.18	366
85	1983-06-22	30.95	1145
86	1983-06-23	31.1	390
87	1983-06-24	31.2	315
88	1983-06-25	31.2	NaN
89	1983-06-26	31.2	NaN
90	1983-06-27	31.2	256
91	1983-06-28	31.24	884
92	1983-06-29	31.2	783
93	1983-06-30	31.38	723
94	1983-07-01	31.35	206
95	1983-07-02	31.35	NaN
96	1983-07-03	31.35	NaN
97	1983-07-04	31.35	NaN
98	1983-07-05	31.27	447
99	1983-07-06	31.2	2236
100	1983-07-07	31.4	1037
101	1983-07-08	31.4	685
102	1983-07-09	31.4	NaN
103	1983-07-10	31.4	NaN
104	1983-07-11	31.64	535
105	1983-07-12	31.72	1367
106	1983-07-13	31.87	2230
107	1983-07-14	31.85	954
108	1983-07-15	31.7	1107
109	1983-07-16	31.7	NaN
110	1983-07-17	31.7	NaN
111	1983-07-18	31.57	1442
112	1983-07-19	31.62	998
113	1983-07-20	31.65	412
114	1983-07-21	31.51	431
115	1983-07-22	31.46	508
116	1983-07-23	31.46	NaN
117	1983-07-24	31.46	NaN
118	1983-07-25	31.4	327
119	1983-07-26	31.53	375
120	1983-07-27	31.73	913
121	1983-07-28	31.82	1210
122	1983-07-29	32	1136
123	1983-07-30	32	NaN
124	1983-07-31	32	NaN
125	1983-08-01	32.12	660
126	1983-08-02	32.15	679
127	1983-08-03	32.2	1044
128	1983-08-04	32.14	891
129	1983-08-05	32.15	351
130	1983-08-06	32.15	NaN
131	1983-08-07	32.15	NaN
132	1983-08-08	32.05	247
133	1983-08-09	31.94	803
134	1983-08-10	32.14	1145
135	1983-08-11	31.95	1342
136	1983-08-12	31.99	816
137	1983-08-13	31.99	NaN
138	1983-08-14	31.99	NaN
139	1983-08-15	32	697
140	1983-08-16	31.98	670
141	1983-08-17	31.87	1012
142	1983-08-18	31.63	727
143	1983-08-19	31.65	444
144	1983-08-20	31.65	NaN
145	1983-08-21	31.65	NaN
146	1983-08-22	31.53	437
147	1983-08-23	31.65	418
148	1983-08-24	31.57	824
149	1983-08-25	31.73	1405
150	1983-08-26	31.8	781
151	1983-08-27	31.8	NaN
152	1983-08-28	31.8	NaN
153	1983-08-29	31.66	598
154	1983-08-30	31.68	609
155	1983-08-31	31.59	711
156	1983-09-01	31.6	1030
157	1983-09-02	31.57	723
158	1983-09-03	31.57	NaN
159	1983-09-04	31.57	NaN
160	1983-09-05	31.57	NaN
161	1983-09-06	31.36	1157
162	1983-09-07	31.38	1090
163	1983-09-08	31.34	1423
164	1983-09-09	31.21	1816
165	1983-09-10	31.21	NaN
166	1983-09-11	31.21	NaN
167	1983-09-12	31.15	949
168	1983-09-13	31.23	1744
169	1983-09-14	31.4	1574
170	1983-09-15	31.48	1127
171	1983-09-16	31.5	616
172	1983-09-17	31.5	NaN
173	1983-09-18	31.5	NaN
174	1983-09-19	31.45	341
175	1983-09-20	31.33	666
176	1983-09-21	31.39	1991
177	1983-09-22	31.3	850
178	1983-09-23	31.3	508
179	1983-09-24	31.3	NaN
180	1983-09-25	31.3	NaN
181	1983-09-26	31.22	522
182	1983-09-27	31.11	686
183	1983-09-28	30.76	1820
184	1983-09-29	30.6	3133
185	1983-09-30	30.36	2750
186	1983-10-01	30.36	NaN
187	1983-10-02	30.36	NaN
188	1983-10-03	29.92	4736
189	1983-10-04	30.18	4943
190	1983-10-05	30.2	4521
191	1983-10-06	30.26	1871
192	1983-10-07	30.47	2089
193	1983-10-08	30.47	NaN
194	1983-10-09	30.47	NaN
195	1983-10-10	30.85	2188
196	1983-10-11	30.57	2657
197	1983-10-12	30.52	1719
198	1983-10-13	30.66	2111
199	1983-10-14	30.55	1154
200	1983-10-15	30.55	NaN
201	1983-10-16	30.55	NaN
202	1983-10-17	30.61	1990
203	1983-10-18	30.55	2102
204	1983-10-19	30.32	1375
205	1983-10-20	30.3	1781
206	1983-10-21	30.33	1048
207	1983-10-22	30.33	NaN
208	1983-10-23	30.33	NaN
209	1983-10-24	30.44	968
210	1983-10-25	30.43	682
211	1983-10-26	30.23	2196
212	1983-10-27	30.31	2042
213	1983-10-28	30.26	2605
214	1983-10-29	30.26	NaN
215	1983-10-30	30.26	NaN
216	1983-10-31	30.37	1314
217	1983-11-01	30.38	2050
218	1983-11-02	30.35	3061
219	1983-11-03	30.42	3367
220	1983-11-04	30.46	3082
221	1983-11-05	30.46	NaN
222	1983-11-06	30.46	NaN
223	1983-11-07	30.39	1055
224	1983-11-08	30.38	1792
225	1983-11-09	30.38	2363
226	1983-11-10	30.26	4429
227	1983-11-11	30.14	4056
228	1983-11-12	30.14	NaN
229	1983-11-13	30.14	NaN
230	1983-11-14	30.15	2123
231	1983-11-15	30.17	2201
232	1983-11-16	29.95	3360
233	1983-11-17	29	6230
234	1983-11-18	29.19	6101
235	1983-11-19	29.19	NaN
236	1983-11-20	29.19	NaN
237	1983-11-21	29.14	2129
238	1983-11-22	29.04	3414
239	1983-11-23	29.19	4229
240	1983-11-24	29.19	NaN
241	1983-11-25	29.19	NaN
242	1983-11-26	29.19	NaN
243	1983-11-27	29.19	NaN
244	1983-11-28	29.69	3646
245	1983-11-29	29.39	2822
246	1983-11-30	29.23	5681
247	1983-12-01	29.28	2829
248	1983-12-02	29.38	3640
249	1983-12-03	29.38	NaN
250	1983-12-04	29.38	NaN
251	1983-12-05	29.3	2278
252	1983-12-06	29.29	3165
253	1983-12-07	29.06	5235
254	1983-12-08	29.27	4781
255	1983-12-09	29.31	1078
256	1983-12-10	29.31	NaN
257	1983-12-11	29.31	NaN
258	1983-12-12	29.27	3178
259	1983-12-13	29.21	3778
260	1983-12-14	29.28	6284
261	1983-12-15	29.11	8705
262	1983-12-16	28.23	7636
263	1983-12-17	28.23	NaN
264	1983-12-18	28.23	NaN
265	1983-12-19	28.38	3751
266	1983-12-20	28.76	6749
267	1983-12-21	28.88	6959
268	1983-12-22	29.08	2883
269	1983-12-23	29.44	5135
270	1983-12-24	29.44	NaN
271	1983-12-25	29.44	NaN
272	1983-12-26	29.44	NaN
273	1983-12-27	29.85	6648
274	1983-12-28	29.98	3759
275	1983-12-29	29.66	5646
276	1983-12-30	29.6	3616
277	1983-12-31	29.6	NaN
278	1984-01-01	29.6	NaN
279	1984-01-02	29.6	NaN
280	1984-01-03	29.4	4891
281	1984-01-04	29.5	4284
282	1984-01-05	29.3	7762
283	1984-01-06	29.18	5856
284	1984-01-07	29.18	NaN
285	1984-01-08	29.18	NaN
286	1984-01-09	29.47	3309
287	1984-01-10	29.45	6118
288	1984-01-11	29.46	4905
289	1984-01-12	29.51	5450
290	1984-01-13	29.58	5043
291	1984-01-14	29.58	NaN
292	1984-01-15	29.58	NaN
293	1984-01-16	29.72	8048
294	1984-01-17	29.57	5980
295	1984-01-18	29.75	5997
296	1984-01-19	29.85	5831
297	1984-01-20	29.89	3363
298	1984-01-21	29.89	NaN
299	1984-01-22	29.89	NaN
300	1984-01-23	29.52	4851
301	1984-01-24	29.7	3979
302	1984-01-25	29.78	2613
303	1984-01-26	29.94	4411
304	1984-01-27	30.14	6351
305	1984-01-28	30.14	NaN
306	1984-01-29	30.14	NaN
307	1984-01-30	29.89	4979
308	1984-01-31	29.98	4722
309	1984-02-01	30.3	6475
310	1984-02-02	30.19	3886
311	1984-02-03	30.11	3266
312	1984-02-04	30.11	NaN
313	1984-02-05	30.11	NaN
314	1984-02-06	30.16	4023
315	1984-02-07	30.04	5110
316	1984-02-08	30.04	3018
317	1984-02-09	29.83	6740
318	1984-02-10	29.83	4035
319	1984-02-11	29.83	NaN
320	1984-02-12	29.83	NaN
321	1984-02-13	29.63	10605
322	1984-02-14	29.74	8668
323	1984-02-15	29.83	7353
324	1984-02-16	29.91	6173
325	1984-02-17	29.9	5039
326	1984-02-18	29.9	NaN
327	1984-02-19	29.9	NaN
328	1984-02-20	29.9	NaN
329	1984-02-21	29.79	4114
330	1984-02-22	29.79	4549
331	1984-02-23	29.92	9376
332	1984-02-24	30.1	6053
333	1984-02-25	30.1	NaN
334	1984-02-26	30.1	NaN
335	1984-02-27	30.79	10666
336	1984-02-28	30.45	11481
337	1984-02-29	30.55	10082
338	1984-03-01	30.73	3124
339	1984-03-02	30.7	8201
340	1984-03-03	30.7	NaN
341	1984-03-04	30.7	NaN
342	1984-03-05	30.78	4273
343	1984-03-06	30.73	3667
344	1984-03-07	30.75	4621
345	1984-03-08	30.8	4883
346	1984-03-09	30.99	5190
347	1984-03-10	30.99	NaN
348	1984-03-11	30.99	NaN
349	1984-03-12	30.91	4118
350	1984-03-13	30.86	5043
351	1984-03-14	30.91	8287
352	1984-03-15	30.85	9928
353	1984-03-16	30.25	7999
354	1984-03-17	30.25	NaN
355	1984-03-18	30.25	NaN
356	1984-03-19	30.49	6839
357	1984-03-20	30.52	5684
358	1984-03-21	30.42	4379
359	1984-03-22	30.55	5664
360	1984-03-23	30.61	4534
361	1984-03-24	30.61	NaN
362	1984-03-25	30.61	NaN
363	1984-03-26	30.59	2436
364	1984-03-27	30.72	4922
365	1984-03-28	30.65	10528
366	1984-03-29	30.86	2989
367	1984-03-30	30.85	4167
368	1984-03-31	30.85	NaN
369	1984-04-01	30.85	NaN
370	1984-04-02	30.8	3409
371	1984-04-03	30.85	3430
372	1984-04-04	30.81	4160
373	1984-04-05	30.78	7252
374	1984-04-06	30.75	6819
375	1984-04-07	30.75	NaN
376	1984-04-08	30.75	NaN
377	1984-04-09	30.72	3105
378	1984-04-10	30.78	5754
379	1984-04-11	30.8	6893
380	1984-04-12	30.7	4406
381	1984-04-13	30.68	4647
382	1984-04-14	30.68	NaN
383	1984-04-15	30.68	NaN
384	1984-04-16	30.69	5683
385	1984-04-17	30.59	8103
386	1984-04-18	30.5	5643
387	1984-04-19	30.52	2020
388	1984-04-20	30.52	NaN
389	1984-04-21	30.52	NaN
390	1984-04-22	30.52	NaN
391	1984-04-23	30.57	5982
392	1984-04-24	30.63	3892
393	1984-04-25	30.55	4296
394	1984-04-26	30.48	6036
395	1984-04-27	30.43	6929
396	1984-04-28	30.43	NaN
397	1984-04-29	30.43	NaN
398	1984-04-30	30.26	7768
399	1984-05-01	30.29	5208
400	1984-05-02	30.17	5938
401	1984-05-03	30.16	4726
402	1984-05-04	30.25	5216
403	1984-05-05	30.25	NaN
404	1984-05-06	30.25	NaN
405	1984-05-07	30.16	4793
406	1984-05-08	30.22	3949
407	1984-05-09	30.34	5412
408	1984-05-10	30.34	4864
409	1984-05-11	30.36	4818
410	1984-05-12	30.36	NaN
411	1984-05-13	30.36	NaN
412	1984-05-14	30.59	9139
413	1984-05-15	30.6	7381
414	1984-05-16	30.98	17886
415	1984-05-17	30.73	7881
416	1984-05-18	31.11	8773
417	1984-05-19	31.11	NaN
418	1984-05-20	31.11	NaN
419	1984-05-21	30.93	5921
420	1984-05-22	30.67	4589
421	1984-05-23	30.6	5847
422	1984-05-24	30.75	5171
423	1984-05-25	30.88	5225
424	1984-05-26	30.88	NaN
425	1984-05-27	30.88	NaN
426	1984-05-28	30.88	NaN
427	1984-05-29	30.71	3301
428	1984-05-30	30.81	5367
429	1984-05-31	30.83	5014
430	1984-06-01	30.7	5748
431	1984-06-02	30.7	NaN
432	1984-06-03	30.7	NaN
433	1984-06-04	30.75	2298
434	1984-06-05	30.73	2837
435	1984-06-06	30.55	6981
436	1984-06-07	30.4	9172
437	1984-06-08	30.37	6537
438	1984-06-09	30.37	NaN
439	1984-06-10	30.37	NaN
440	1984-06-11	30.15	9638
441	1984-06-12	30.17	6420
442	1984-06-13	30.1	9972
443	1984-06-14	30.18	5100
444	1984-06-15	30.03	4366
445	1984-06-16	30.03	NaN
446	1984-06-17	30.03	NaN
447	1984-06-18	29.86	7749
448	1984-06-19	29.87	5540
449	1984-06-20	29.74	3887
450	1984-06-21	29.34	9924
451	1984-06-22	29.26	7112
452	1984-06-23	29.26	NaN
453	1984-06-24	29.26	NaN
454	1984-06-25	29.55	6777
455	1984-06-26	29.36	4696
456	1984-06-27	29.25	7561
457	1984-06-28	29.56	3282
458	1984-06-29	29.75	5871
459	1984-06-30	29.75	NaN
460	1984-07-01	29.75	NaN
461	1984-07-02	29.59	4406
462	1984-07-03	29.5	6692
463	1984-07-04	29.5	NaN
464	1984-07-05	29.57	4476
465	1984-07-06	29.65	4209
466	1984-07-07	29.65	NaN
467	1984-07-08	29.65	NaN
468	1984-07-09	29.47	5332
469	1984-07-10	29.4	6644
470	1984-07-11	29.35	6483
471	1984-07-12	29.08	9358
472	1984-07-13	28.95	7408
473	1984-07-14	28.95	NaN
474	1984-07-15	28.95	NaN
475	1984-07-16	28.88	5075
476	1984-07-17	28.99	6457
477	1984-07-18	28.91	10233
478	1984-07-19	28.69	6702
479	1984-07-20	28.46	8824
480	1984-07-21	28.46	NaN
481	1984-07-22	28.46	NaN
482	1984-07-23	28.35	6662
483	1984-07-24	28.15	10383
484	1984-07-25	28	9887
485	1984-07-26	27.77	9560
486	1984-07-27	27.7	8393
487	1984-07-28	27.7	NaN
488	1984-07-29	27.7	NaN
489	1984-07-30	27.64	8003
490	1984-07-31	27.6	9751
491	1984-08-01	28.13	11179
492	1984-08-02	29.07	21264
493	1984-08-03	28.78	13733
494	1984-08-04	28.78	NaN
495	1984-08-05	28.78	NaN
496	1984-08-06	29.12	8845
497	1984-08-07	29.31	14219
498	1984-08-08	29.38	10962
499	1984-08-09	29.35	8520
500	1984-08-10	29.08	7403
501	1984-08-11	29.08	NaN
502	1984-08-12	29.08	NaN
503	1984-08-13	29.15	7974
504	1984-08-14	29.25	8966
505	1984-08-15	29.19	6150
506	1984-08-16	28.99	8229
507	1984-08-17	29.39	12446
508	1984-08-18	29.39	NaN
509	1984-08-19	29.39	NaN
510	1984-08-20	29.44	2342
511	1984-08-21	29.68	5376
512	1984-08-22	29.88	12282
513	1984-08-23	29.77	6958
514	1984-08-24	29.91	6695
515	1984-08-25	29.91	NaN
516	1984-08-26	29.91	NaN
517	1984-08-27	29.86	2779
518	1984-08-28	29.87	3611
519	1984-08-29	29.75	4147
520	1984-08-30	29.28	12493
521	1984-08-31	29.23	3843
522	1984-09-01	29.23	NaN
523	1984-09-02	29.23	NaN
524	1984-09-03	29.23	NaN
525	1984-09-04	29.04	6214
526	1984-09-05	28.88	8708
527	1984-09-06	29.28	11969
528	1984-09-07	29.22	4399
529	1984-09-08	29.22	NaN
530	1984-09-09	29.22	NaN
531	1984-09-10	29.36	4467
532	1984-09-11	29.53	7874
533	1984-09-12	29.33	6971
534	1984-09-13	29.35	5148
535	1984-09-14	29.28	8731
536	1984-09-15	29.28	NaN
537	1984-09-16	29.28	NaN
538	1984-09-17	29.2	6615
539	1984-09-18	29.47	7717
540	1984-09-19	29.62	7270
541	1984-09-20	29.58	3008
542	1984-09-21	29.47	2657
543	1984-09-22	29.47	NaN
544	1984-09-23	29.47	NaN
545	1984-09-24	29.48	2148
546	1984-09-25	29.55	4355
547	1984-09-26	29.54	5132
548	1984-09-27	29.58	3842
549	1984-09-28	29.66	3975
550	1984-09-29	29.66	NaN
551	1984-09-30	29.66	NaN
552	1984-10-01	29.69	5371
553	1984-10-02	29.62	5259
554	1984-10-03	29.54	5729
555	1984-10-04	29.47	4878
556	1984-10-05	29.4	4824
557	1984-10-06	29.4	NaN
558	1984-10-07	29.4	NaN
559	1984-10-08	29.37	11333
560	1984-10-09	29.45	4662
561	1984-10-10	29.33	6685
562	1984-10-11	29.28	6614
563	1984-10-12	29.06	16005
564	1984-10-13	29.06	NaN
565	1984-10-14	29.06	NaN
566	1984-10-15	28.79	12704
567	1984-10-16	28.67	14836
568	1984-10-17	27.85	23378
569	1984-10-18	27.55	21481
570	1984-10-19	27.7	8843
571	1984-10-20	27.7	NaN
572	1984-10-21	27.7	NaN
573	1984-10-22	28.45	14815
574	1984-10-23	28.36	16531
575	1984-10-24	28.51	10296
576	1984-10-25	28.65	10009
577	1984-10-26	28.58	5431
578	1984-10-27	28.58	NaN
579	1984-10-28	28.58	NaN
580	1984-10-29	28.41	7828
581	1984-10-30	28.22	10626
582	1984-10-31	28.46	15190
583	1984-11-01	28.74	9918
584	1984-11-02	28.65	8355
585	1984-11-03	28.65	NaN
586	1984-11-04	28.65	NaN
587	1984-11-05	28.55	6012
588	1984-11-06	28.7	6474
589	1984-11-07	28.73	11638
590	1984-11-08	28.68	8816
591	1984-11-09	28.53	7182
592	1984-11-10	28.53	NaN
593	1984-11-11	28.53	NaN
594	1984-11-12	28.42	9632
595	1984-11-13	28.46	8662
596	1984-11-14	28.27	13007
597	1984-11-15	28.23	4118
598	1984-11-16	28.08	6670
599	1984-11-17	28.08	NaN
600	1984-11-18	28.08	NaN
601	1984-11-19	27.83	5112
602	1984-11-20	27.85	6578
603	1984-11-21	27.74	9620
604	1984-11-22	27.74	NaN
605	1984-11-23	27.74	NaN
606	1984-11-24	27.74	NaN
607	1984-11-25	27.74	NaN
608	1984-11-26	27.16	11435
609	1984-11-27	27.31	14663
610	1984-11-28	27.32	8409
611	1984-11-29	27.48	7198
612	1984-11-30	27.31	11247
613	1984-12-01	27.31	NaN
614	1984-12-02	27.31	NaN
615	1984-12-03	27.3	6767
616	1984-12-04	27.52	7992
617	1984-12-05	27.7	13025
618	1984-12-06	27.68	10288
619	1984-12-07	27.46	9177
620	1984-12-08	27.46	NaN
621	1984-12-09	27.46	NaN
622	1984-12-10	27.45	11821
623	1984-12-11	27.26	16561
624	1984-12-12	26.72	24934
625	1984-12-13	26.57	21356
626	1984-12-14	26.76	14815
627	1984-12-15	26.76	NaN
628	1984-12-16	26.76	NaN
629	1984-12-17	26.8	9110
630	1984-12-18	26.79	8384
631	1984-12-19	26.38	12871
632	1984-12-20	26.33	14121
633	1984-12-21	26.5	9024
634	1984-12-22	26.5	NaN
635	1984-12-23	26.5	NaN
636	1984-12-24	26.5	NaN
637	1984-12-25	26.5	NaN
638	1984-12-26	26.79	6889
639	1984-12-27	26.34	8749
640	1984-12-28	26.41	11782
641	1984-12-29	26.41	NaN
642	1984-12-30	26.41	NaN
643	1984-12-31	26.41	NaN
644	1985-01-01	26.41	NaN
645	1985-01-02	25.92	13551
646	1985-01-03	25.84	14615
647	1985-01-04	25.18	23567
648	1985-01-05	25.18	NaN
649	1985-01-06	25.18	NaN
650	1985-01-07	25.56	21223
651	1985-01-08	25.48	23340
652	1985-01-09	25.43	18532
653	1985-01-10	25.76	15634
654	1985-01-11	25.77	9773
655	1985-01-12	25.77	NaN
656	1985-01-13	25.77	NaN
657	1985-01-14	26.12	21581
658	1985-01-15	25.91	24364
659	1985-01-16	25.62	17285
660	1985-01-17	25.69	12968
661	1985-01-18	25.75	14290
662	1985-01-19	25.75	NaN
663	1985-01-20	25.75	NaN
664	1985-01-21	25.97	11720
665	1985-01-22	25.55	14919
666	1985-01-23	25.4	16904
667	1985-01-24	25.28	12772
668	1985-01-25	25.25	7258
669	1985-01-26	25.25	NaN
670	1985-01-27	25.25	NaN
671	1985-01-28	25.23	18008
672	1985-01-29	25.38	17106
673	1985-01-30	25.67	20255
674	1985-01-31	26.41	35607
675	1985-02-01	26.74	28963
676	1985-02-02	26.74	NaN
677	1985-02-03	26.74	NaN
678	1985-02-04	26.52	28578
679	1985-02-05	26.78	12497
680	1985-02-06	27.07	23567
681	1985-02-07	27.21	25150
682	1985-02-08	27.59	15799
683	1985-02-09	27.59	NaN
684	1985-02-10	27.59	NaN
685	1985-02-11	28.04	22502
686	1985-02-12	27.36	27196
687	1985-02-13	27.82	25760
688	1985-02-14	27.8	21381
689	1985-02-15	27.38	24480
690	1985-02-16	27.38	NaN
691	1985-02-17	27.38	NaN
692	1985-02-18	27.38	NaN
693	1985-02-19	27.29	12500
694	1985-02-20	27.18	10790
695	1985-02-21	27.14	10344
696	1985-02-22	26.76	13565
697	1985-02-23	26.76	NaN
698	1985-02-24	26.76	NaN
699	1985-02-25	26.44	12405
700	1985-02-26	26.79	20858
701	1985-02-27	26.69	12104
702	1985-02-28	26.73	13815
703	1985-03-01	27.2	14375
704	1985-03-02	27.2	NaN
705	1985-03-03	27.2	NaN
706	1985-03-04	27.74	19817
707	1985-03-05	27.55	17856
708	1985-03-06	27.77	13099
709	1985-03-07	28.08	16729
710	1985-03-08	27.74	9023
711	1985-03-09	27.74	NaN
712	1985-03-10	27.74	NaN
713	1985-03-11	27.57	10588
714	1985-03-12	27.92	15831
715	1985-03-13	28.06	21456
716	1985-03-14	28.19	14088
717	1985-03-15	28.32	18461
718	1985-03-16	28.32	NaN
719	1985-03-17	28.32	NaN
720	1985-03-18	28.85	20491
721	1985-03-19	28.8	17709
722	1985-03-20	27.99	18182
723	1985-03-21	28.32	16058
724	1985-03-22	28.24	5928
725	1985-03-23	28.24	NaN
726	1985-03-24	28.24	NaN
727	1985-03-25	28.09	5363
728	1985-03-26	28.45	11031
729	1985-03-27	28.16	14709
730	1985-03-28	28.25	10172
731	1985-03-29	28.29	7581
732	1985-03-30	28.29	NaN
733	1985-03-31	28.29	NaN
734	1985-04-01	28.72	11039
735	1985-04-02	28.85	11373
736	1985-04-03	28.82	8929
737	1985-04-04	28.9	12563
738	1985-04-05	28.9	NaN
739	1985-04-06	28.9	NaN
740	1985-04-07	28.9	NaN
741	1985-04-08	29.09	10215
742	1985-04-09	29.05	7116
743	1985-04-10	29.24	9876
744	1985-04-11	28.94	17928
745	1985-04-12	28.68	18973
746	1985-04-13	28.68	NaN
747	1985-04-14	28.68	NaN
748	1985-04-15	29.14	19357
749	1985-04-16	29.04	11045
750	1985-04-17	28.95	19478
751	1985-04-18	29.02	15908
752	1985-04-19	29.31	13489
753	1985-04-20	29.31	NaN
754	1985-04-21	29.31	NaN
755	1985-04-22	28.49	18019
756	1985-04-23	28.32	9854
757	1985-04-24	27.93	11312
758	1985-04-25	27.87	18002
759	1985-04-26	27.94	7702
760	1985-04-27	27.94	NaN
761	1985-04-28	27.94	NaN
762	1985-04-29	27.66	10307
763	1985-04-30	27.63	10086
764	1985-05-01	27.33	15636
765	1985-05-02	27.36	14778
766	1985-05-03	27.29	13605
767	1985-05-04	27.29	NaN
768	1985-05-05	27.29	NaN
769	1985-05-06	27.19	7228
770	1985-05-07	27.31	7134
771	1985-05-08	27.17	12035
772	1985-05-09	27.58	17486
773	1985-05-10	27.38	14298
774	1985-05-11	27.38	NaN
775	1985-05-12	27.38	NaN
776	1985-05-13	27.59	10087
777	1985-05-14	27.66	10775
778	1985-05-15	27.79	8921
779	1985-05-16	27.93	15843
780	1985-05-17	27.8	14021
781	1985-05-18	27.8	NaN
782	1985-05-19	27.8	NaN
783	1985-05-20	27.9	13893
784	1985-05-21	27.14	16678
785	1985-05-22	27.1	9778
786	1985-05-23	27.6	22442
787	1985-05-24	27.7	14142
788	1985-05-25	27.7	NaN
789	1985-05-26	27.7	NaN
790	1985-05-27	27.7	NaN
791	1985-05-28	27.57	10026
792	1985-05-29	27.64	12046
793	1985-05-30	27.92	17427
794	1985-05-31	27.84	11794
795	1985-06-01	27.84	NaN
796	1985-06-02	27.84	NaN
797	1985-06-03	27.48	17460
798	1985-06-04	27.47	13014
799	1985-06-05	27.02	26425
800	1985-06-06	27.08	24122
801	1985-06-07	26.92	21500
802	1985-06-08	26.92	NaN
803	1985-06-09	26.92	NaN
804	1985-06-10	26.81	17692
805	1985-06-11	26.95	14345
806	1985-06-12	27.01	14171
807	1985-06-13	27.41	16754
808	1985-06-14	27.29	18495
809	1985-06-15	27.29	NaN
810	1985-06-16	27.29	NaN
811	1985-06-17	27.23	17259
812	1985-06-18	27.22	17259
813	1985-06-19	27.3	25166
814	1985-06-20	26.58	22445
815	1985-06-21	26.92	18183
816	1985-06-22	26.92	NaN
817	1985-06-23	26.92	NaN
818	1985-06-24	26.89	11133
819	1985-06-25	26.75	10096
820	1985-06-26	26.94	11221
821	1985-06-27	27.09	15552
822	1985-06-28	26.87	9924
823	1985-06-29	26.87	NaN
824	1985-06-30	26.87	NaN
825	1985-07-01	26.68	11130
826	1985-07-02	26.94	10880
827	1985-07-03	26.91	7783
828	1985-07-04	26.91	NaN
829	1985-07-05	26.91	NaN
830	1985-07-06	26.91	NaN
831	1985-07-07	26.91	NaN
832	1985-07-08	26.99	14501
833	1985-07-09	27.45	20693
834	1985-07-10	27.55	18355
835	1985-07-11	27.37	13283
836	1985-07-12	27.11	12847
837	1985-07-13	27.11	NaN
838	1985-07-14	27.11	NaN
839	1985-07-15	27.31	12847
840	1985-07-16	27.37	14176
841	1985-07-17	27.48	18952
842	1985-07-18	27.49	16232
843	1985-07-19	27.4	16127
844	1985-07-20	27.4	NaN
845	1985-07-21	27.4	NaN
846	1985-07-22	26.91	20536
847	1985-07-23	27.16	15833
848	1985-07-24	27.34	20744
849	1985-07-25	27.31	19521
850	1985-07-26	27.5	9179
851	1985-07-27	27.5	NaN
852	1985-07-28	27.5	NaN
853	1985-07-29	27.36	15229
854	1985-07-30	27.34	8658
855	1985-07-31	27.12	18503
856	1985-08-01	27.19	13907
857	1985-08-02	27.31	13907
858	1985-08-03	27.31	NaN
859	1985-08-04	27.31	NaN
860	1985-08-05	27.33	9238
