%	 10514
%	 6
% Key	Date	OpeningPrice	OpeningVolume	ClosingPrice	ClosingVolume	
1	1983-03-30	29.4	NaN	29.4	NaN
2	1983-03-31	29.29	NaN	29.29	NaN
3	1983-04-04	29.44	NaN	29.44	NaN
4	1983-04-05	29.71	NaN	29.71	NaN
5	1983-04-06	29.9	NaN	29.9	NaN
6	1983-04-07	30.17	NaN	30.17	NaN
7	1983-04-08	30.38	NaN	30.38	NaN
8	1983-04-11	30.26	NaN	30.26	NaN
9	1983-04-12	30.83	NaN	30.83	NaN
10	1983-04-13	30.82	NaN	30.82	NaN
11	1983-04-14	30.69	NaN	30.69	NaN
12	1983-04-15	30.48	NaN	30.48	NaN
13	1983-04-18	30.75	NaN	30.75	NaN
14	1983-04-19	30.75	NaN	30.75	NaN
15	1983-04-20	30.7	NaN	30.7	NaN
16	1983-04-21	30.68	NaN	30.68	NaN
17	1983-04-22	30.75	NaN	30.75	NaN
18	1983-04-25	30.84	NaN	30.84	NaN
19	1983-04-26	30.71	NaN	30.71	NaN
20	1983-04-27	30.78	NaN	30.78	NaN
21	1983-04-28	30.74	NaN	30.74	NaN
22	1983-04-29	30.63	NaN	30.63	NaN
23	1983-05-02	30.61	NaN	30.61	NaN
24	1983-05-03	30.5	NaN	30.5	NaN
25	1983-05-04	30.42	NaN	30.42	NaN
26	1983-05-05	30.2	NaN	30.2	NaN
27	1983-05-06	30.45	NaN	30.45	NaN
28	1983-05-09	30.1	NaN	30.1	NaN
29	1983-05-10	30.31	NaN	30.31	NaN
30	1983-05-11	29.97	NaN	29.97	NaN
31	1983-05-12	29.72	NaN	29.72	NaN
32	1983-05-13	29.8	NaN	29.8	NaN
33	1983-05-16	30.12	NaN	30.12	NaN
34	1983-05-17	29.91	NaN	29.91	NaN
35	1983-05-18	29.9	NaN	29.9	NaN
36	1983-05-19	29.95	NaN	29.95	NaN
37	1983-05-20	30.3	NaN	30.3	NaN
38	1983-05-23	30.27	NaN	30.27	NaN
39	1983-05-24	30.05	NaN	30.05	NaN
40	1983-05-25	30.25	NaN	30.25	NaN
41	1983-05-26	30.31	NaN	30.31	NaN
42	1983-05-27	30.19	NaN	30.19	NaN
43	1983-05-31	30.25	NaN	30.25	NaN
44	1983-06-01	30.33	NaN	30.33	NaN
45	1983-06-02	30.4	NaN	30.4	NaN
46	1983-06-03	30.36	NaN	30.36	NaN
47	1983-06-06	30.35	NaN	30.35	NaN
48	1983-06-07	30.59	NaN	30.59	NaN
49	1983-06-08	30.6	NaN	30.6	NaN
50	1983-06-09	30.49	NaN	30.49	NaN
51	1983-06-10	30.77	NaN	30.77	NaN
52	1983-06-13	31	NaN	31	NaN
53	1983-06-14	31	NaN	31	NaN
54	1983-06-15	31.3	NaN	31.3	NaN
55	1983-06-16	31.6	NaN	31.6	NaN
56	1983-06-17	31.4	NaN	31.4	NaN
57	1983-06-20	31.42	NaN	31.42	NaN
58	1983-06-21	31.18	NaN	31.18	NaN
59	1983-06-22	30.95	NaN	30.95	NaN
60	1983-06-23	31.1	NaN	31.1	NaN
61	1983-06-24	31.2	NaN	31.2	NaN
62	1983-06-27	31.2	NaN	31.2	NaN
63	1983-06-28	31.24	NaN	31.24	NaN
64	1983-06-29	31.2	NaN	31.2	NaN
65	1983-06-30	31.38	NaN	31.38	NaN
66	1983-07-01	31.35	NaN	31.35	NaN
67	1983-07-05	31.27	NaN	31.27	NaN
68	1983-07-06	31.2	NaN	31.2	NaN
69	1983-07-07	31.4	NaN	31.4	NaN
70	1983-07-08	31.4	NaN	31.4	NaN
71	1983-07-11	31.64	NaN	31.64	NaN
72	1983-07-12	31.72	NaN	31.72	NaN
73	1983-07-13	31.87	NaN	31.87	NaN
74	1983-07-14	31.85	NaN	31.85	NaN
75	1983-07-15	31.7	NaN	31.7	NaN
76	1983-07-18	31.57	NaN	31.57	NaN
77	1983-07-19	31.62	NaN	31.62	NaN
78	1983-07-20	31.65	NaN	31.65	NaN
79	1983-07-21	31.51	NaN	31.51	NaN
80	1983-07-22	31.46	NaN	31.46	NaN
81	1983-07-25	31.4	NaN	31.4	NaN
82	1983-07-26	31.53	NaN	31.53	NaN
83	1983-07-27	31.73	NaN	31.73	NaN
84	1983-07-28	31.82	NaN	31.82	NaN
85	1983-07-29	32	NaN	32	NaN
86	1983-08-01	32.12	NaN	32.12	NaN
87	1983-08-02	32.15	NaN	32.15	NaN
88	1983-08-03	32.2	NaN	32.2	NaN
89	1983-08-04	32.14	NaN	32.14	NaN
90	1983-08-05	32.15	NaN	32.15	NaN
91	1983-08-08	32.05	NaN	32.05	NaN
92	1983-08-09	31.94	NaN	31.94	NaN
93	1983-08-10	32.14	NaN	32.14	NaN
94	1983-08-11	31.95	NaN	31.95	NaN
95	1983-08-12	31.99	NaN	31.99	NaN
96	1983-08-15	32	NaN	32	NaN
97	1983-08-16	31.98	NaN	31.98	NaN
98	1983-08-17	31.87	NaN	31.87	NaN
99	1983-08-18	31.63	NaN	31.63	NaN
100	1983-08-19	31.65	NaN	31.65	NaN
101	1983-08-22	31.53	NaN	31.53	NaN
102	1983-08-23	31.65	NaN	31.65	NaN
103	1983-08-24	31.57	NaN	31.57	NaN
104	1983-08-25	31.73	NaN	31.73	NaN
105	1983-08-26	31.8	NaN	31.8	NaN
106	1983-08-29	31.66	NaN	31.66	NaN
107	1983-08-30	31.68	NaN	31.68	NaN
108	1983-08-31	31.59	NaN	31.59	NaN
109	1983-09-01	31.6	NaN	31.6	NaN
110	1983-09-02	31.57	NaN	31.57	NaN
111	1983-09-06	31.36	NaN	31.36	NaN
112	1983-09-07	31.38	NaN	31.38	NaN
113	1983-09-08	31.34	NaN	31.34	NaN
114	1983-09-09	31.21	NaN	31.21	NaN
115	1983-09-12	31.15	NaN	31.15	NaN
116	1983-09-13	31.23	NaN	31.23	NaN
117	1983-09-14	31.4	NaN	31.4	NaN
118	1983-09-15	31.48	NaN	31.48	NaN
119	1983-09-16	31.5	NaN	31.5	NaN
120	1983-09-19	31.45	NaN	31.45	NaN
121	1983-09-20	31.33	NaN	31.33	NaN
122	1983-09-21	31.39	NaN	31.39	NaN
123	1983-09-22	31.3	NaN	31.3	NaN
124	1983-09-23	31.3	NaN	31.3	NaN
125	1983-09-26	31.22	NaN	31.22	NaN
126	1983-09-27	31.11	NaN	31.11	NaN
127	1983-09-28	30.76	NaN	30.76	NaN
128	1983-09-29	30.6	NaN	30.6	NaN
129	1983-09-30	30.36	NaN	30.36	NaN
130	1983-10-03	29.92	NaN	29.92	NaN
131	1983-10-04	30.18	NaN	30.18	NaN
132	1983-10-05	30.2	NaN	30.2	NaN
133	1983-10-06	30.26	NaN	30.26	NaN
134	1983-10-07	30.47	NaN	30.47	NaN
135	1983-10-10	30.85	NaN	30.85	NaN
136	1983-10-11	30.57	NaN	30.57	NaN
137	1983-10-12	30.52	NaN	30.52	NaN
138	1983-10-13	30.66	NaN	30.66	NaN
139	1983-10-14	30.55	NaN	30.55	NaN
140	1983-10-17	30.61	NaN	30.61	NaN
141	1983-10-18	30.55	NaN	30.55	NaN
142	1983-10-19	30.32	NaN	30.32	NaN
143	1983-10-20	30.3	NaN	30.3	NaN
144	1983-10-21	30.33	NaN	30.33	NaN
145	1983-10-24	30.44	NaN	30.44	NaN
146	1983-10-25	30.43	NaN	30.43	NaN
147	1983-10-26	30.23	NaN	30.23	NaN
148	1983-10-27	30.31	NaN	30.31	NaN
149	1983-10-28	30.26	NaN	30.26	NaN
150	1983-10-31	30.37	NaN	30.37	NaN
151	1983-11-01	30.38	NaN	30.38	NaN
152	1983-11-02	30.35	NaN	30.35	NaN
153	1983-11-03	30.42	NaN	30.42	NaN
154	1983-11-04	30.46	NaN	30.46	NaN
155	1983-11-07	30.39	NaN	30.39	NaN
156	1983-11-08	30.38	NaN	30.38	NaN
157	1983-11-09	30.38	NaN	30.38	NaN
158	1983-11-10	30.26	NaN	30.26	NaN
159	1983-11-11	30.14	NaN	30.14	NaN
160	1983-11-14	30.15	NaN	30.15	NaN
161	1983-11-15	30.17	NaN	30.17	NaN
162	1983-11-16	29.95	NaN	29.95	NaN
163	1983-11-17	29	NaN	29	NaN
164	1983-11-18	29.19	NaN	29.19	NaN
165	1983-11-21	29.14	NaN	29.14	NaN
166	1983-11-22	29.04	NaN	29.04	NaN
167	1983-11-23	29.19	NaN	29.19	NaN
168	1983-11-28	29.69	NaN	29.69	NaN
169	1983-11-29	29.39	NaN	29.39	NaN
170	1983-11-30	29.23	NaN	29.23	NaN
171	1983-12-01	29.28	NaN	29.28	NaN
172	1983-12-02	29.38	NaN	29.38	NaN
173	1983-12-05	29.3	NaN	29.3	NaN
174	1983-12-06	29.29	NaN	29.29	NaN
175	1983-12-07	29.06	NaN	29.06	NaN
176	1983-12-08	29.27	NaN	29.27	NaN
177	1983-12-09	29.31	NaN	29.31	NaN
178	1983-12-12	29.27	NaN	29.27	NaN
179	1983-12-13	29.21	NaN	29.21	NaN
180	1983-12-14	29.28	NaN	29.28	NaN
181	1983-12-15	29.11	NaN	29.11	NaN
182	1983-12-16	28.23	NaN	28.23	NaN
183	1983-12-19	28.38	NaN	28.38	NaN
184	1983-12-20	28.76	NaN	28.76	NaN
185	1983-12-21	28.88	NaN	28.88	NaN
186	1983-12-22	29.08	NaN	29.08	NaN
187	1983-12-23	29.44	NaN	29.44	NaN
188	1983-12-27	29.85	NaN	29.85	NaN
189	1983-12-28	29.98	NaN	29.98	NaN
190	1983-12-29	29.66	NaN	29.66	NaN
191	1983-12-30	29.6	NaN	29.6	NaN
192	1984-01-03	29.4	NaN	29.4	NaN
193	1984-01-04	29.5	NaN	29.5	NaN
194	1984-01-05	29.3	NaN	29.3	NaN
195	1984-01-06	29.18	NaN	29.18	NaN
196	1984-01-09	29.47	NaN	29.47	NaN
197	1984-01-10	29.45	NaN	29.45	NaN
198	1984-01-11	29.46	NaN	29.46	NaN
199	1984-01-12	29.51	NaN	29.51	NaN
200	1984-01-13	29.58	NaN	29.58	NaN
201	1984-01-16	29.72	NaN	29.72	NaN
202	1984-01-17	29.57	NaN	29.57	NaN
203	1984-01-18	29.75	NaN	29.75	NaN
204	1984-01-19	29.85	NaN	29.85	NaN
205	1984-01-20	29.89	NaN	29.89	NaN
206	1984-01-23	29.52	NaN	29.52	NaN
207	1984-01-24	29.7	NaN	29.7	NaN
208	1984-01-25	29.78	NaN	29.78	NaN
209	1984-01-26	29.94	NaN	29.94	NaN
210	1984-01-27	30.14	NaN	30.14	NaN
211	1984-01-30	29.89	NaN	29.89	NaN
212	1984-01-31	29.98	NaN	29.98	NaN
213	1984-02-01	30.3	NaN	30.3	NaN
214	1984-02-02	30.19	NaN	30.19	NaN
215	1984-02-03	30.11	NaN	30.11	NaN
216	1984-02-06	30.16	NaN	30.16	NaN
217	1984-02-07	30.04	NaN	30.04	NaN
218	1984-02-08	30.04	NaN	30.04	NaN
219	1984-02-09	29.83	NaN	29.83	NaN
220	1984-02-10	29.83	NaN	29.83	NaN
221	1984-02-13	29.63	NaN	29.63	NaN
222	1984-02-14	29.74	NaN	29.74	NaN
223	1984-02-15	29.83	NaN	29.83	NaN
224	1984-02-16	29.91	NaN	29.91	NaN
225	1984-02-17	29.9	NaN	29.9	NaN
226	1984-02-21	29.79	NaN	29.79	NaN
227	1984-02-22	29.79	NaN	29.79	NaN
228	1984-02-23	29.92	NaN	29.92	NaN
229	1984-02-24	30.1	NaN	30.1	NaN
230	1984-02-27	30.79	NaN	30.79	NaN
231	1984-02-28	30.45	NaN	30.45	NaN
232	1984-02-29	30.55	NaN	30.55	NaN
233	1984-03-01	30.73	NaN	30.73	NaN
234	1984-03-02	30.7	NaN	30.7	NaN
235	1984-03-05	30.78	NaN	30.78	NaN
236	1984-03-06	30.73	NaN	30.73	NaN
237	1984-03-07	30.75	NaN	30.75	NaN
238	1984-03-08	30.8	NaN	30.8	NaN
239	1984-03-09	30.99	NaN	30.99	NaN
240	1984-03-12	30.91	NaN	30.91	NaN
241	1984-03-13	30.86	NaN	30.86	NaN
242	1984-03-14	30.91	NaN	30.91	NaN
243	1984-03-15	30.85	NaN	30.85	NaN
244	1984-03-16	30.25	NaN	30.25	NaN
245	1984-03-19	30.49	NaN	30.49	NaN
246	1984-03-20	30.52	NaN	30.52	NaN
247	1984-03-21	30.42	NaN	30.42	NaN
248	1984-03-22	30.55	NaN	30.55	NaN
249	1984-03-23	30.61	NaN	30.61	NaN
250	1984-03-26	30.59	NaN	30.59	NaN
251	1984-03-27	30.72	NaN	30.72	NaN
252	1984-03-28	30.65	NaN	30.65	NaN
253	1984-03-29	30.86	NaN	30.86	NaN
254	1984-03-30	30.85	NaN	30.85	NaN
255	1984-04-02	30.8	NaN	30.8	NaN
256	1984-04-03	30.85	NaN	30.85	NaN
257	1984-04-04	30.81	NaN	30.81	NaN
258	1984-04-05	30.78	NaN	30.78	NaN
259	1984-04-06	30.75	NaN	30.75	NaN
260	1984-04-09	30.72	NaN	30.72	NaN
261	1984-04-10	30.78	NaN	30.78	NaN
262	1984-04-11	30.8	NaN	30.8	NaN
263	1984-04-12	30.7	NaN	30.7	NaN
264	1984-04-13	30.68	NaN	30.68	NaN
265	1984-04-16	30.69	NaN	30.69	NaN
266	1984-04-17	30.59	NaN	30.59	NaN
267	1984-04-18	30.5	NaN	30.5	NaN
268	1984-04-19	30.52	NaN	30.52	NaN
269	1984-04-23	30.57	NaN	30.57	NaN
270	1984-04-24	30.63	NaN	30.63	NaN
271	1984-04-25	30.55	NaN	30.55	NaN
272	1984-04-26	30.48	NaN	30.48	NaN
273	1984-04-27	30.43	NaN	30.43	NaN
274	1984-04-30	30.26	NaN	30.26	NaN
275	1984-05-01	30.29	NaN	30.29	NaN
276	1984-05-02	30.17	NaN	30.17	NaN
277	1984-05-03	30.16	NaN	30.16	NaN
278	1984-05-04	30.25	NaN	30.25	NaN
279	1984-05-07	30.16	NaN	30.16	NaN
280	1984-05-08	30.22	NaN	30.22	NaN
281	1984-05-09	30.34	NaN	30.34	NaN
282	1984-05-10	30.34	NaN	30.34	NaN
283	1984-05-11	30.36	NaN	30.36	NaN
284	1984-05-14	30.59	NaN	30.59	NaN
285	1984-05-15	30.6	NaN	30.6	NaN
286	1984-05-16	30.98	NaN	30.98	NaN
287	1984-05-17	30.73	NaN	30.73	NaN
288	1984-05-18	31.11	NaN	31.11	NaN
289	1984-05-21	30.93	NaN	30.93	NaN
290	1984-05-22	30.67	NaN	30.67	NaN
291	1984-05-23	30.6	NaN	30.6	NaN
292	1984-05-24	30.75	NaN	30.75	NaN
293	1984-05-25	30.88	NaN	30.88	NaN
294	1984-05-29	30.71	NaN	30.71	NaN
295	1984-05-30	30.81	NaN	30.81	NaN
296	1984-05-31	30.83	NaN	30.83	NaN
297	1984-06-01	30.7	NaN	30.7	NaN
298	1984-06-04	30.75	NaN	30.75	NaN
299	1984-06-05	30.73	NaN	30.73	NaN
300	1984-06-06	30.55	NaN	30.55	NaN
301	1984-06-07	30.4	NaN	30.4	NaN
302	1984-06-08	30.37	NaN	30.37	NaN
303	1984-06-11	30.15	NaN	30.15	NaN
304	1984-06-12	30.17	NaN	30.17	NaN
305	1984-06-13	30.1	NaN	30.1	NaN
306	1984-06-14	30.18	NaN	30.18	NaN
307	1984-06-15	30.03	NaN	30.03	NaN
308	1984-06-18	29.86	NaN	29.86	NaN
309	1984-06-19	29.87	NaN	29.87	NaN
310	1984-06-20	29.74	NaN	29.74	NaN
311	1984-06-21	29.34	NaN	29.34	NaN
312	1984-06-22	29.26	NaN	29.26	NaN
313	1984-06-25	29.55	NaN	29.55	NaN
314	1984-06-26	29.36	NaN	29.36	NaN
315	1984-06-27	29.25	NaN	29.25	NaN
316	1984-06-28	29.56	NaN	29.56	NaN
317	1984-06-29	29.75	NaN	29.75	NaN
318	1984-07-02	29.59	NaN	29.59	NaN
319	1984-07-03	29.5	NaN	29.5	NaN
320	1984-07-05	29.57	NaN	29.57	NaN
321	1984-07-06	29.65	NaN	29.65	NaN
322	1984-07-09	29.47	NaN	29.47	NaN
323	1984-07-10	29.4	NaN	29.4	NaN
324	1984-07-11	29.35	NaN	29.35	NaN
325	1984-07-12	29.08	NaN	29.08	NaN
326	1984-07-13	28.95	NaN	28.95	NaN
327	1984-07-16	28.88	NaN	28.88	NaN
328	1984-07-17	28.99	NaN	28.99	NaN
329	1984-07-18	28.91	NaN	28.91	NaN
330	1984-07-19	28.69	NaN	28.69	NaN
331	1984-07-20	28.46	NaN	28.46	NaN
332	1984-07-23	28.35	NaN	28.35	NaN
333	1984-07-24	28.15	NaN	28.15	NaN
334	1984-07-25	28	NaN	28	NaN
335	1984-07-26	27.77	NaN	27.77	NaN
336	1984-07-27	27.7	NaN	27.7	NaN
337	1984-07-30	27.64	NaN	27.64	NaN
338	1984-07-31	27.6	NaN	27.6	NaN
339	1984-08-01	28.13	NaN	28.13	NaN
340	1984-08-02	29.07	NaN	29.07	NaN
341	1984-08-03	28.78	NaN	28.78	NaN
342	1984-08-06	29.12	NaN	29.12	NaN
343	1984-08-07	29.31	NaN	29.31	NaN
344	1984-08-08	29.38	NaN	29.38	NaN
345	1984-08-09	29.35	NaN	29.35	NaN
346	1984-08-10	29.08	NaN	29.08	NaN
347	1984-08-13	29.15	NaN	29.15	NaN
348	1984-08-14	29.25	NaN	29.25	NaN
349	1984-08-15	29.19	NaN	29.19	NaN
350	1984-08-16	28.99	NaN	28.99	NaN
351	1984-08-17	29.39	NaN	29.39	NaN
352	1984-08-20	29.44	NaN	29.44	NaN
353	1984-08-21	29.68	NaN	29.68	NaN
354	1984-08-22	29.88	NaN	29.88	NaN
355	1984-08-23	29.77	NaN	29.77	NaN
356	1984-08-24	29.91	NaN	29.91	NaN
357	1984-08-27	29.86	NaN	29.86	NaN
358	1984-08-28	29.87	NaN	29.87	NaN
359	1984-08-29	29.75	NaN	29.75	NaN
360	1984-08-30	29.28	NaN	29.28	NaN
361	1984-08-31	29.23	NaN	29.23	NaN
362	1984-09-04	29.04	NaN	29.04	NaN
363	1984-09-05	28.88	NaN	28.88	NaN
364	1984-09-06	29.28	NaN	29.28	NaN
365	1984-09-07	29.22	NaN	29.22	NaN
366	1984-09-10	29.36	NaN	29.36	NaN
367	1984-09-11	29.53	NaN	29.53	NaN
368	1984-09-12	29.33	NaN	29.33	NaN
369	1984-09-13	29.35	NaN	29.35	NaN
370	1984-09-14	29.28	NaN	29.28	NaN
371	1984-09-17	29.2	NaN	29.2	NaN
372	1984-09-18	29.47	NaN	29.47	NaN
373	1984-09-19	29.62	NaN	29.62	NaN
374	1984-09-20	29.58	NaN	29.58	NaN
375	1984-09-21	29.47	NaN	29.47	NaN
376	1984-09-24	29.48	NaN	29.48	NaN
377	1984-09-25	29.55	NaN	29.55	NaN
378	1984-09-26	29.54	NaN	29.54	NaN
379	1984-09-27	29.58	NaN	29.58	NaN
380	1984-09-28	29.66	NaN	29.66	NaN
381	1984-10-01	29.69	NaN	29.69	NaN
382	1984-10-02	29.62	NaN	29.62	NaN
383	1984-10-03	29.54	NaN	29.54	NaN
384	1984-10-04	29.47	NaN	29.47	NaN
385	1984-10-05	29.4	NaN	29.4	NaN
386	1984-10-08	29.37	NaN	29.37	NaN
387	1984-10-09	29.45	NaN	29.45	NaN
388	1984-10-10	29.33	NaN	29.33	NaN
389	1984-10-11	29.28	NaN	29.28	NaN
390	1984-10-12	29.06	NaN	29.06	NaN
391	1984-10-15	28.79	NaN	28.79	NaN
392	1984-10-16	28.67	NaN	28.67	NaN
393	1984-10-17	27.85	NaN	27.85	NaN
394	1984-10-18	27.55	NaN	27.55	NaN
395	1984-10-19	27.7	NaN	27.7	NaN
396	1984-10-22	28.45	NaN	28.45	NaN
397	1984-10-23	28.36	NaN	28.36	NaN
398	1984-10-24	28.51	NaN	28.51	NaN
399	1984-10-25	28.65	NaN	28.65	NaN
400	1984-10-26	28.58	NaN	28.58	NaN
401	1984-10-29	28.41	NaN	28.41	NaN
402	1984-10-30	28.22	NaN	28.22	NaN
403	1984-10-31	28.46	NaN	28.46	NaN
404	1984-11-01	28.74	NaN	28.74	NaN
405	1984-11-02	28.65	NaN	28.65	NaN
406	1984-11-05	28.55	NaN	28.55	NaN
407	1984-11-06	28.7	NaN	28.7	NaN
408	1984-11-07	28.73	NaN	28.73	NaN
409	1984-11-08	28.68	NaN	28.68	NaN
410	1984-11-09	28.53	NaN	28.53	NaN
411	1984-11-12	28.42	NaN	28.42	NaN
412	1984-11-13	28.46	NaN	28.46	NaN
413	1984-11-14	28.27	NaN	28.27	NaN
414	1984-11-15	28.23	NaN	28.23	NaN
415	1984-11-16	28.08	NaN	28.08	NaN
416	1984-11-19	27.83	NaN	27.83	NaN
417	1984-11-20	27.85	NaN	27.85	NaN
418	1984-11-21	27.74	NaN	27.74	NaN
419	1984-11-26	27.16	NaN	27.16	NaN
420	1984-11-27	27.31	NaN	27.31	NaN
421	1984-11-28	27.32	NaN	27.32	NaN
422	1984-11-29	27.48	NaN	27.48	NaN
423	1984-11-30	27.31	NaN	27.31	NaN
424	1984-12-03	27.3	NaN	27.3	NaN
425	1984-12-04	27.52	NaN	27.52	NaN
426	1984-12-05	27.7	NaN	27.7	NaN
427	1984-12-06	27.68	NaN	27.68	NaN
428	1984-12-07	27.46	NaN	27.46	NaN
429	1984-12-10	27.45	NaN	27.45	NaN
430	1984-12-11	27.26	NaN	27.26	NaN
431	1984-12-12	26.72	NaN	26.72	NaN
432	1984-12-13	26.57	NaN	26.57	NaN
433	1984-12-14	26.76	NaN	26.76	NaN
434	1984-12-17	26.8	NaN	26.8	NaN
435	1984-12-18	26.79	NaN	26.79	NaN
436	1984-12-19	26.38	NaN	26.38	NaN
437	1984-12-20	26.33	NaN	26.33	NaN
438	1984-12-21	26.5	NaN	26.5	NaN
439	1984-12-26	26.79	NaN	26.79	NaN
440	1984-12-27	26.34	NaN	26.34	NaN
441	1984-12-28	26.41	NaN	26.41	NaN
442	1985-01-02	25.92	NaN	25.92	NaN
443	1985-01-03	25.84	NaN	25.84	NaN
444	1985-01-04	25.18	NaN	25.18	NaN
445	1985-01-07	25.56	NaN	25.56	NaN
446	1985-01-08	25.48	NaN	25.48	NaN
447	1985-01-09	25.43	NaN	25.43	NaN
448	1985-01-10	25.76	NaN	25.76	NaN
449	1985-01-11	25.77	NaN	25.77	NaN
450	1985-01-14	26.12	NaN	26.12	NaN
451	1985-01-15	25.91	NaN	25.91	NaN
452	1985-01-16	25.62	NaN	25.62	NaN
453	1985-01-17	25.69	NaN	25.69	NaN
454	1985-01-18	25.75	NaN	25.75	NaN
455	1985-01-21	25.97	NaN	25.97	NaN
456	1985-01-22	25.55	NaN	25.55	NaN
457	1985-01-23	25.4	NaN	25.4	NaN
458	1985-01-24	25.28	NaN	25.28	NaN
459	1985-01-25	25.25	NaN	25.25	NaN
460	1985-01-28	25.23	NaN	25.23	NaN
461	1985-01-29	25.38	NaN	25.38	NaN
462	1985-01-30	25.67	NaN	25.67	NaN
463	1985-01-31	26.41	NaN	26.41	NaN
464	1985-02-01	26.74	NaN	26.74	NaN
465	1985-02-04	26.52	NaN	26.52	NaN
466	1985-02-05	26.78	NaN	26.78	NaN
467	1985-02-06	27.07	NaN	27.07	NaN
468	1985-02-07	27.21	NaN	27.21	NaN
469	1985-02-08	27.59	NaN	27.59	NaN
470	1985-02-11	28.04	NaN	28.04	NaN
471	1985-02-12	27.36	NaN	27.36	NaN
472	1985-02-13	27.82	NaN	27.82	NaN
473	1985-02-14	27.8	NaN	27.8	NaN
474	1985-02-15	27.38	NaN	27.38	NaN
475	1985-02-19	27.29	NaN	27.29	NaN
476	1985-02-20	27.18	NaN	27.18	NaN
477	1985-02-21	27.14	NaN	27.14	NaN
478	1985-02-22	26.76	NaN	26.76	NaN
479	1985-02-25	26.44	NaN	26.44	NaN
480	1985-02-26	26.79	NaN	26.79	NaN
481	1985-02-27	26.69	NaN	26.69	NaN
482	1985-02-28	26.73	NaN	26.73	NaN
483	1985-03-01	27.2	NaN	27.2	NaN
484	1985-03-04	27.74	NaN	27.74	NaN
485	1985-03-05	27.55	NaN	27.55	NaN
486	1985-03-06	27.77	NaN	27.77	NaN
487	1985-03-07	28.08	NaN	28.08	NaN
488	1985-03-08	27.74	NaN	27.74	NaN
489	1985-03-11	27.57	NaN	27.57	NaN
490	1985-03-12	27.92	NaN	27.92	NaN
491	1985-03-13	28.06	NaN	28.06	NaN
492	1985-03-14	28.19	NaN	28.19	NaN
493	1985-03-15	28.32	NaN	28.32	NaN
494	1985-03-18	28.85	NaN	28.85	NaN
495	1985-03-19	28.8	NaN	28.8	NaN
496	1985-03-20	27.99	NaN	27.99	NaN
497	1985-03-21	28.32	NaN	28.32	NaN
498	1985-03-22	28.24	NaN	28.24	NaN
499	1985-03-25	28.09	NaN	28.09	NaN
500	1985-03-26	28.45	NaN	28.45	NaN
501	1985-03-27	28.16	NaN	28.16	NaN
502	1985-03-28	28.25	NaN	28.25	NaN
503	1985-03-29	28.29	NaN	28.29	NaN
504	1985-04-01	28.72	NaN	28.72	NaN
505	1985-04-02	28.85	NaN	28.85	NaN
506	1985-04-03	28.82	NaN	28.82	NaN
507	1985-04-04	28.9	NaN	28.9	NaN
508	1985-04-08	29.09	NaN	29.09	NaN
509	1985-04-09	29.05	NaN	29.05	NaN
510	1985-04-10	29.24	NaN	29.24	NaN
511	1985-04-11	28.94	NaN	28.94	NaN
512	1985-04-12	28.68	NaN	28.68	NaN
513	1985-04-15	29.14	NaN	29.14	NaN
514	1985-04-16	29.04	NaN	29.04	NaN
515	1985-04-17	28.95	NaN	28.95	NaN
516	1985-04-18	29.02	NaN	29.02	NaN
517	1985-04-19	29.31	NaN	29.31	NaN
518	1985-04-22	28.49	NaN	28.49	NaN
519	1985-04-23	28.32	NaN	28.32	NaN
520	1985-04-24	27.93	NaN	27.93	NaN
521	1985-04-25	27.87	NaN	27.87	NaN
522	1985-04-26	27.94	NaN	27.94	NaN
523	1985-04-29	27.66	NaN	27.66	NaN
524	1985-04-30	27.63	NaN	27.63	NaN
525	1985-05-01	27.33	NaN	27.33	NaN
526	1985-05-02	27.36	NaN	27.36	NaN
527	1985-05-03	27.29	NaN	27.29	NaN
528	1985-05-06	27.19	NaN	27.19	NaN
529	1985-05-07	27.31	NaN	27.31	NaN
530	1985-05-08	27.17	NaN	27.17	NaN
531	1985-05-09	27.58	NaN	27.58	NaN
532	1985-05-10	27.38	NaN	27.38	NaN
533	1985-05-13	27.59	NaN	27.59	NaN
534	1985-05-14	27.66	NaN	27.66	NaN
535	1985-05-15	27.79	NaN	27.79	NaN
536	1985-05-16	27.93	NaN	27.93	NaN
537	1985-05-17	27.8	NaN	27.8	NaN
538	1985-05-20	27.9	NaN	27.9	NaN
539	1985-05-21	27.14	NaN	27.14	NaN
540	1985-05-22	27.1	NaN	27.1	NaN
541	1985-05-23	27.6	NaN	27.6	NaN
542	1985-05-24	27.7	NaN	27.7	NaN
543	1985-05-28	27.57	NaN	27.57	NaN
544	1985-05-29	27.64	NaN	27.64	NaN
545	1985-05-30	27.92	NaN	27.92	NaN
546	1985-05-31	27.84	NaN	27.84	NaN
547	1985-06-03	27.48	NaN	27.48	NaN
548	1985-06-04	27.47	NaN	27.47	NaN
549	1985-06-05	27.02	NaN	27.02	NaN
550	1985-06-06	27.08	NaN	27.08	NaN
551	1985-06-07	26.92	NaN	26.92	NaN
552	1985-06-10	26.81	NaN	26.81	NaN
553	1985-06-11	26.95	NaN	26.95	NaN
554	1985-06-12	27.01	NaN	27.01	NaN
555	1985-06-13	27.41	NaN	27.41	NaN
556	1985-06-14	27.29	NaN	27.29	NaN
557	1985-06-17	27.23	NaN	27.23	NaN
558	1985-06-18	27.22	NaN	27.22	NaN
